timestamp	commit	status	score	inverse_min_max_ratio	min_max_ratio	wall_seconds	notes
2026-03-12T16:39:58-07:00	bootstrap	baseline	0.0197911238456	651.264991954	0.00153547329022	0.307	imported random Gaussian baseline from SkyDiscover
2026-03-12T18:44:00-07:00	337ff95	best	1.00000280888	12.8892299077	0.0775841541474	0.254	new 9-7 basin matched to external inverse metric
